Age,Attrition,DistanceFromHome,EnvironmentSatisfaction,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,15,3,3,Laboratory Technician,3,3034,No,4,16,8,14,15
37,Yes,13,4,2,Sales Executive,6,4581,Yes,3,9,9,5,7
24,No,7,2,3,Research Scientist,4,2328,Yes,2,2,3,4,3
48,No,3,2,1,Research Director,2,11959,No,2,13,10,5,13
39,No,2,2,3,Manufacturing Director,1,5043,No,1,10,4,4,8
46,No,9,6,0,Research Scientist,5,3696,No,2,10,7,8,10
41,No,3,1,1,Sales Executive,4,10856,No,4,10,13,3,11
32,No,2,1,0,Manufacturing Director,2,6164,Yes,5,11,9,5,9
37,No,0,3,0,Human Resources,2,2991,Yes,5,4,0,1,3
55,No,0,3,0,Research Scientist,6,2660,No,2,4,1,2,5
43,No,1,6,1,Healthcare Representative,4,10124,Yes,0,21,7,14,8
30,Yes,18,5,0,Research Scientist,4,2391,Yes,2,4,2,2,0
33,No,18,1,1,Laboratory Technician,3,4195,No,4,12,9,2,1
46,No,1,3,0,Sales Executive,1,5153,No,4,6,9,6,8
53,No,16,3,6,Manager,1,16836,No,5,9,11,9,9
38,No,3,2,0,Sales Executive,6,6654,No,1,0,2,2,0
31,No,6,5,4,Sales Executive,4,5483,No,4,11,7,5,9
48,No,19,5,5,Research Director,3,13268,No,1,14,12,1,10
40,No,10,2,3,Manufacturing Director,1,5150,No,5,9,0,8,7
23,No,18,0,0,Laboratory Technician,2,2272,No,3,2,2,1,0
48,No,5,3,6,Research Director,1,19143,No,4,11,4,3,5
33,Yes,14,1,0,Laboratory Technician,3,2438,Yes,1,7,4,0,6
35,No,3,5,1,Manufacturing Director,4,10274,No,5,6,8,6,2
44,No,3,2,3,Healthcare Representative,1,7443,No,5,10,7,6,6
32,No,10,5,4,Sales Executive,5,3999,Yes,5,16,12,2,9
25,No,1,5,1,Sales Executive,3,5295,No,3,8,8,9,6
35,No,19,3,3,Research Scientist,6,2927,No,2,11,10,9,8
47,No,3,3,3,Sales Executive,1,5154,No,6,10,8,4,5
29,No,12,1,0,Sales Representative,1,2643,No,2,0,0,0,0
31,No,30,3,3,Healthcare Representative,2,6384,No,4,7,1,1,8
36,No,12,4,3,Sales Executive,6,9739,No,5,10,8,4,6
38,Yes,7,3,1,Human Resources,3,2072,Yes,4,3,0,0,2
31,No,23,4,2,Sales Executive,4,4737,Yes,4,1,2,4,0
33,Yes,11,1,2,Sales Executive,2,8226,Yes,4,6,0,0,1
36,No,21,2,1,Sales Executive,2,5338,No,4,10,8,3,9
48,No,4,3,1,Sales Executive,1,5388,No,3,8,6,2,9
38,Yes,1,3,4,Sales Executive,5,10324,Yes,1,17,5,2,9
31,Yes,5,0,0,Research Scientist,2,3350,Yes,5,12,6,7,6
53,No,5,3,3,Manager,2,16557,No,3,7,0,0,3
31,No,18,3,4,Manager,1,17445,No,2,12,10,4,0
28,No,11,1,0,Sales Executive,4,6577,No,1,5,3,2,3
51,No,6,3,3,Research Scientist,2,5128,No,3,10,8,0,6
40,No,7,2,1,Research Scientist,1,2128,Yes,3,2,2,1,3
42,No,3,2,2,Human Resources,1,5986,No,6,3,1,1,1
39,No,29,6,1,Laboratory Technician,2,2406,No,2,10,3,10,8
50,No,1,2,4,Research Director,6,17398,No,1,7,3,3,5
37,No,0,0,1,Manufacturing Director,3,6445,No,1,4,3,6,4
39,No,2,2,0,Sales Executive,0,4101,No,3,7,2,1,6
49,No,27,6,3,Laboratory Technician,5,3222,Yes,2,22,8,4,8
29,Yes,0,2,0,Laboratory Technician,3,3485,No,2,0,0,2,1
57,No,4,4,2,Sales Executive,0,13212,No,2,8,9,6,9
31,No,7,0,0,Sales Executive,2,5010,No,1,11,8,6,9
29,No,7,5,1,Sales Executive,1,6116,No,4,12,7,0,3
45,No,1,2,1,Sales Executive,0,10454,No,2,23,13,13,6
33,No,11,5,1,Human Resources,0,4492,No,6,12,7,2,9
36,No,11,1,5,Research Director,1,13208,No,3,19,15,3,13
24,No,29,1,0,Laboratory Technician,0,3909,No,5,6,0,3,0
28,No,15,5,2,Laboratory Technician,5,2305,No,6,3,1,2,1
42,No,14,0,6,Research Director,4,14334,No,4,25,11,4,9
28,No,9,4,2,Sales Executive,4,4341,No,3,4,1,0,0
39,No,2,4,4,Research Scientist,2,4315,Yes,3,3,4,4,4
30,No,4,3,3,Research Scientist,0,3203,No,0,4,4,1,2
48,No,18,1,1,Sales Executive,1,6439,No,4,6,6,8,9
40,No,12,1,4,Manager,2,17069,Yes,1,21,8,13,8
40,No,8,4,3,Laboratory Technician,2,2291,No,2,3,2,1,5
45,No,0,3,3,Manufacturing Director,6,5068,No,4,7,1,2,3
43,Yes,25,0,0,Sales Executive,0,4287,No,4,2,2,1,2
34,No,1,5,2,Manufacturing Director,5,9549,No,0,10,9,0,11
48,No,0,4,5,Research Director,3,11959,No,0,15,10,5,11
37,No,0,2,4,Healthcare Representative,3,7626,No,3,9,9,3,8
48,No,2,2,3,Manager,3,17569,No,3,26,0,2,12
35,No,9,0,2,Sales Executive,3,5079,No,1,7,9,2,6
30,No,2,4,0,Manufacturing Director,4,4346,No,1,5,6,2,4
27,No,1,0,1,Laboratory Technician,2,3953,No,5,7,4,1,4
40,No,10,5,3,Manager,0,17182,No,2,6,6,5,5
43,No,2,4,2,Research Scientist,2,2513,Yes,4,1,1,1,1
31,No,22,5,4,Manufacturing Director,2,5239,No,1,6,6,3,6
50,No,6,3,2,Healthcare Representative,0,10468,No,3,7,8,0,9
54,No,24,3,4,Manager,2,17329,Yes,5,4,3,3,3
33,Yes,14,0,3,Sales Executive,3,8159,No,1,0,0,0,2
45,No,20,1,4,Healthcare Representative,3,10853,Yes,3,5,8,0,5
18,No,2,5,1,Laboratory Technician,3,1610,No,2,1,0,0,1
32,No,0,4,1,Laboratory Technician,6,2720,No,1,6,1,0,2
47,No,6,1,4,Manufacturing Director,0,10332,Yes,2,24,11,14,11
45,No,12,1,0,Healthcare Representative,3,5564,No,5,12,9,0,11
51,No,2,6,3,Manager,6,16557,No,1,7,2,3,4
20,Yes,1,4,0,Laboratory Technician,3,1104,No,3,1,2,0,1
34,No,2,4,4,Manufacturing Director,0,5131,No,4,6,3,2,1
36,No,11,2,4,Healthcare Representative,1,8619,No,2,10,9,9,7
22,Yes,12,2,0,Sales Representative,4,2715,No,4,0,2,0,2
40,No,13,2,2,Manufacturing Director,1,5295,No,1,5,5,0,1
35,No,1,6,0,Laboratory Technician,1,2450,No,5,3,0,0,3
49,No,16,2,4,Manufacturing Director,3,5067,Yes,4,21,11,0,9
35,No,1,4,3,Manufacturing Director,5,5763,No,1,8,5,0,8
27,No,3,4,0,Human Resources,2,2705,No,5,3,1,3,0
27,Yes,11,5,0,Sales Executive,3,9854,Yes,2,1,0,4,2
43,No,6,2,5,Manager,4,18212,No,4,21,11,4,12
46,No,0,3,2,Research Scientist,4,3420,No,1,6,5,1,0
28,No,20,2,3,Laboratory Technician,4,3810,No,2,12,6,2,9
30,No,8,1,2,Healthcare Representative,2,9716,No,3,8,9,0,8
55,No,24,2,3,Manager,5,17326,Yes,2,6,3,6,6
31,No,12,4,4,Sales Executive,4,5867,No,1,3,2,1,5
35,No,16,1,1,Sales Executive,1,9069,No,3,11,7,2,7
48,Yes,30,2,4,Sales Executive,3,10855,Yes,2,4,1,1,0
26,No,11,3,3,Sales Executive,3,5767,Yes,2,7,4,3,5
60,No,4,3,2,Research Scientist,3,2178,No,4,2,2,2,0
39,No,9,4,1,Laboratory Technician,2,3450,No,2,5,2,2,5
37,No,2,2,3,Sales Executive,5,10609,No,0,16,9,4,14
39,No,3,0,7,Research Director,4,19436,No,4,23,8,5,7
30,No,17,5,2,Laboratory Technician,3,4556,No,4,11,2,3,9
50,No,21,4,0,Research Scientist,2,2257,No,4,1,2,0,1
38,No,12,1,2,Sales Executive,3,5675,Yes,3,11,8,1,6
34,No,1,6,2,Research Scientist,2,2544,No,3,4,1,2,2
29,No,8,5,2,Research Scientist,6,3311,No,4,4,1,0,0
40,No,7,2,3,Research Director,2,19974,No,1,19,16,6,8
51,No,3,6,4,Manager,6,17100,No,4,7,8,8,9
42,No,3,3,5,Manager,4,18215,No,5,22,11,5,9
54,No,2,1,5,Manager,2,16660,Yes,1,4,5,1,0
20,Yes,8,3,2,Laboratory Technician,1,1905,No,4,0,2,0,2
22,No,4,0,2,Research Scientist,6,3759,Yes,3,8,3,0,5
57,No,25,3,1,Research Scientist,1,2373,No,1,2,4,1,0
32,No,26,0,0,Laboratory Technician,5,5309,No,2,8,9,2,6
33,No,11,2,0,Laboratory Technician,3,3917,No,3,4,0,0,4
30,No,2,2,4,Research Scientist,3,4089,No,0,4,3,0,3
57,No,1,6,0,Healthcare Representative,3,6755,No,2,3,4,1,1
25,No,25,1,0,Sales Representative,2,3538,No,2,8,8,5,7
35,No,21,4,1,Laboratory Technician,2,2573,No,2,6,3,0,1
53,No,2,0,5,Manager,5,13114,No,1,4,3,4,3
47,No,8,0,2,Sales Executive,2,5594,No,5,14,12,3,14
33,No,0,3,2,Laboratory Technician,2,3067,No,3,5,8,2,5
28,No,1,2,3,Research Scientist,6,2045,No,3,3,0,1,2
48,No,4,4,2,Sales Executive,2,4164,Yes,4,9,2,0,9
37,No,10,2,3,Sales Representative,6,2570,No,3,1,0,0,4
59,No,3,4,2,Healthcare Representative,5,6753,No,2,1,1,3,2
38,No,0,4,4,Human Resources,5,5205,No,2,4,6,0,2
38,No,4,5,2,Research Scientist,5,3942,Yes,3,1,1,3,3
34,No,17,5,3,Healthcare Representative,1,5690,Yes,2,11,1,1,2
30,No,15,4,0,Research Scientist,5,2341,No,4,4,4,0,5
33,No,20,3,1,Laboratory Technician,4,4445,No,2,9,6,3,9
21,No,11,3,1,Research Scientist,1,3505,No,4,0,3,0,4
34,No,15,2,0,Human Resources,2,2145,No,2,5,1,2,3
43,No,9,5,1,Laboratory Technician,2,2290,No,4,5,2,1,5
36,No,11,3,1,Laboratory Technician,4,2662,Yes,4,1,2,3,3
36,No,23,4,3,Sales Executive,5,4568,No,5,7,5,10,5
35,No,7,3,0,Research Scientist,5,2910,No,0,4,4,2,1
32,No,0,5,5,Sales Executive,1,7082,Yes,2,11,7,7,8
58,No,8,0,5,Manager,2,19566,No,1,28,9,12,12
31,No,24,5,0,Research Scientist,2,2698,No,5,12,5,0,6
48,No,0,1,4,Healthcare Representative,1,13963,Yes,2,8,2,0,9
31,No,5,3,0,Sales Executive,4,5461,No,6,7,7,3,8
52,No,1,2,6,Manager,2,17100,No,1,10,6,9,7
43,No,9,4,2,Manager,0,16799,No,2,21,7,2,7
26,No,2,4,0,Research Scientist,2,2318,No,1,0,0,0,2
29,Yes,5,4,3,Laboratory Technician,4,3441,Yes,1,2,4,3,1
55,No,1,4,5,Research Director,2,17327,No,2,22,5,12,6
49,Yes,30,6,2,Sales Executive,1,10856,Yes,3,5,1,0,2
57,No,18,4,2,Healthcare Representative,0,6384,Yes,2,7,5,6,9
32,No,3,1,5,Sales Executive,2,9712,Yes,3,7,1,1,0
50,No,1,5,5,Healthcare Representative,2,13965,Yes,1,8,1,2,9
31,Yes,8,0,0,Laboratory Technician,5,3337,Yes,4,8,8,9,6
22,Yes,8,2,3,Laboratory Technician,1,2627,No,3,4,2,0,2
41,No,0,1,2,Laboratory Technician,1,2231,No,4,1,3,0,0
34,No,10,4,2,Sales Executive,3,4680,No,2,6,6,0,3
55,No,5,3,5,Manufacturing Director,3,7260,No,3,6,6,2,2
40,No,18,0,0,Manufacturing Director,1,4534,No,3,6,5,3,5
37,No,0,6,0,Research Scientist,2,2116,No,4,16,10,3,6
36,No,5,2,0,Laboratory Technician,5,2834,No,5,0,2,0,2
38,No,12,6,4,Healthcare Representative,3,7094,No,5,5,6,0,5
34,No,9,3,0,Research Scientist,5,2781,No,4,13,9,2,12
29,No,2,4,2,Research Scientist,3,2320,No,3,0,1,0,0
44,No,3,3,2,Sales Executive,3,5454,Yes,4,3,4,0,3
51,No,5,3,3,Manager,4,18199,No,3,34,5,11,7
32,No,1,3,2,Manufacturing Director,4,8475,No,1,11,7,6,6
39,No,5,4,1,Research Scientist,1,3375,No,3,9,6,0,10
48,No,1,3,1,Research Scientist,3,3579,No,3,3,1,0,1
33,Yes,10,3,1,Research Scientist,0,2321,Yes,4,4,3,1,0
48,No,29,6,3,Laboratory Technician,1,3222,Yes,2,20,10,3,10
33,No,8,6,2,Healthcare Representative,3,5063,No,3,9,2,5,9
29,No,26,1,0,Research Scientist,3,2514,No,1,8,5,2,6
50,No,13,2,0,Sales Executive,6,4935,No,0,9,9,2,6
31,Yes,13,3,0,Laboratory Technician,2,2438,Yes,1,4,3,0,2
40,No,1,2,0,Research Scientist,2,3944,Yes,2,4,2,0,2
40,Yes,21,4,0,Sales Representative,2,3138,Yes,0,2,4,0,1
29,No,6,3,4,Sales Executive,4,10794,No,2,11,6,8,10
42,No,16,0,1,Laboratory Technician,2,5092,No,4,0,0,0,0
35,No,6,4,5,Manufacturing Director,2,8096,No,1,18,8,2,13
36,No,5,3,1,Research Scientist,5,4807,No,3,14,11,0,12
24,No,9,6,4,Sales Executive,0,4851,No,5,5,4,2,0
19,No,13,1,1,Research Scientist,2,1233,No,2,2,0,0,1
41,No,3,4,1,Research Scientist,4,2343,No,3,2,2,2,1
36,Yes,2,0,1,Laboratory Technician,0,2072,Yes,3,0,1,0,2
37,No,1,2,2,Laboratory Technician,5,6474,Yes,2,8,8,6,8
45,Yes,7,3,4,Sales Executive,5,12938,No,1,22,5,14,10
25,No,3,6,2,Sales Representative,1,2966,No,4,4,3,0,2
30,No,8,2,4,Sales Executive,5,5459,No,5,8,9,7,8
49,No,1,0,1,Research Scientist,5,3421,No,1,5,5,0,2
45,Yes,9,0,5,Sales Executive,3,10095,No,5,8,8,6,2
32,No,9,6,0,Sales Executive,3,5484,No,3,11,7,4,6
31,No,4,1,3,Research Director,4,13676,No,4,3,2,2,4
36,No,0,4,1,Research Director,0,13581,No,4,15,13,7,12
49,No,14,5,1,Sales Executive,1,4592,Yes,3,3,5,2,0
28,No,6,5,2,Sales Representative,2,2982,No,2,1,0,3,0
37,No,9,4,3,Healthcare Representative,1,8323,Yes,5,12,8,6,6
45,No,3,3,0,Laboratory Technician,5,3160,No,4,4,0,0,1
32,No,1,0,4,Manufacturing Director,6,6163,Yes,1,9,10,8,9
48,Yes,0,5,2,Sales Executive,4,4728,Yes,1,0,2,0,1
38,Yes,24,2,6,Sales Executive,4,13194,Yes,2,3,0,2,0
41,No,0,4,0,Laboratory Technician,1,3379,No,3,6,5,0,1
38,No,4,1,0,Research Scientist,1,2345,No,4,3,3,3,0
29,No,3,1,0,Research Scientist,4,2719,No,1,9,5,3,10
38,Yes,0,0,1,Sales Executive,2,10607,No,0,14,3,11,5
37,No,6,6,4,Laboratory Technician,2,5912,No,6,13,13,5,8
62,No,5,3,4,Sales Executive,6,5218,Yes,1,12,5,0,9
24,No,15,2,1,Sales Representative,4,2034,No,1,3,2,0,0
36,Yes,9,1,4,Manufacturing Director,2,10047,No,2,3,1,0,0
27,No,15,4,0,Research Scientist,5,2143,No,4,5,5,1,5
37,No,23,3,1,Healthcare Representative,3,10390,Yes,2,18,9,10,3
57,Yes,3,5,5,Manager,0,19859,Yes,2,4,4,1,5
42,No,2,2,3,Healthcare Representative,4,4091,No,1,8,3,2,0
29,No,11,1,3,Research Scientist,1,3662,No,4,6,7,3,7
28,No,6,4,0,Laboratory Technician,3,3578,No,4,6,7,0,8
29,No,29,2,3,Manufacturing Director,2,4876,No,1,7,3,0,0
35,No,4,5,2,Manufacturing Director,0,8093,No,4,15,6,0,14
42,No,22,1,5,Research Director,6,15993,No,5,3,0,2,1
40,No,5,3,0,Laboratory Technician,4,3306,No,2,0,0,1,1
55,No,20,1,6,Manager,4,17425,No,5,11,7,5,6
49,No,3,3,2,Research Scientist,2,3578,No,4,4,2,0,1
38,No,3,5,0,Human Resources,2,5203,No,5,6,3,0,3
27,No,5,0,1,Research Scientist,4,2189,No,0,7,4,0,3
18,No,12,6,0,Sales Representative,3,1202,No,5,0,0,1,0
20,Yes,1,1,1,Sales Representative,0,2176,Yes,1,1,3,3,0
33,No,9,5,4,Healthcare Representative,4,8620,No,6,7,6,9,5
26,No,29,1,1,Sales Executive,2,8640,No,1,3,2,3,4
34,No,28,2,3,Sales Executive,5,6712,No,3,9,9,3,8
32,No,7,6,3,Sales Executive,3,4372,No,2,5,4,1,2
35,No,8,3,2,Laboratory Technician,6,3036,No,5,0,0,1,0
22,No,9,0,3,Human Resources,2,2145,No,4,3,0,0,0
29,No,8,2,2,Manufacturing Director,4,8942,No,5,8,7,10,11
27,No,3,4,0,Research Scientist,2,2578,No,4,6,4,1,3
32,No,5,2,3,Sales Executive,4,6029,No,4,0,4,2,3
26,No,16,4,0,Laboratory Technician,0,4557,No,5,10,2,3,6
35,No,8,2,0,Sales Representative,6,2572,No,0,5,4,0,3
31,Yes,18,3,3,Sales Executive,0,5322,No,4,1,1,0,0
52,No,5,5,2,Manager,5,16555,No,3,3,3,2,4
34,No,7,1,2,Healthcare Representative,3,6140,No,4,7,0,5,1
40,No,8,4,5,Research Director,1,13206,No,2,18,14,0,11
33,No,7,4,1,Sales Executive,4,6523,No,5,11,8,5,5
32,No,11,2,5,Manufacturing Director,3,9667,No,3,6,7,2,4
33,Yes,17,4,3,Laboratory Technician,5,2608,No,2,1,4,0,0
57,No,2,3,1,Manager,2,11902,Yes,0,6,6,0,5
32,Yes,17,1,3,Laboratory Technician,2,2609,No,0,4,1,1,2
49,No,20,3,4,Manufacturing Director,5,6804,Yes,5,9,6,1,6
59,No,8,0,4,Sales Executive,5,5219,Yes,3,10,8,2,7
48,No,5,0,4,Sales Executive,3,13226,No,1,18,18,1,7
35,No,7,0,0,Sales Representative,5,2340,No,0,2,4,4,2
39,No,22,3,3,Research Scientist,2,4106,No,1,9,8,1,7
25,No,20,3,1,Laboratory Technician,2,4067,No,2,6,5,2,5
29,No,2,1,1,Research Scientist,3,2081,No,3,0,2,2,0
24,No,0,5,0,Research Scientist,3,3373,No,3,5,1,0,2
54,No,24,4,5,Manufacturing Director,2,13402,Yes,5,20,14,17,7
42,No,5,3,3,Manager,4,19393,No,1,17,13,6,15
37,No,22,4,0,Healthcare Representative,6,5743,No,5,1,2,3,4
34,No,2,4,2,Research Scientist,5,2861,No,3,5,3,2,6
31,No,4,2,3,Research Scientist,0,2110,No,5,1,0,0,2
46,No,19,5,0,Research Scientist,5,2258,No,3,0,0,0,0
27,No,0,2,3,Research Scientist,3,2095,No,2,2,4,2,1
26,Yes,7,3,3,Laboratory Technician,3,3172,Yes,4,0,0,0,1
37,No,0,5,2,Manufacturing Director,3,7860,Yes,6,0,0,1,2
27,No,9,3,0,Sales Representative,4,1051,No,1,1,1,0,0
44,No,9,2,0,Laboratory Technician,5,2818,Yes,0,2,3,0,0
38,No,1,6,3,Research Scientist,3,2344,Yes,3,6,2,2,1
17,No,3,6,3,Laboratory Technician,3,1610,No,5,0,0,0,2
37,No,4,5,0,Laboratory Technician,2,1953,No,1,0,0,0,2
49,No,3,2,2,Laboratory Technician,0,4791,No,1,5,2,1,1
31,No,5,3,0,Laboratory Technician,6,4628,No,4,7,1,7,6
54,No,0,4,6,Manager,3,14853,No,3,15,11,13,0
31,Yes,1,4,0,Sales Representative,4,1360,No,2,3,0,1,2
35,No,0,1,0,Research Scientist,2,2978,No,5,4,1,0,0
50,No,5,1,2,Healthcare Representative,2,10444,No,1,10,8,5,0
24,No,9,1,0,Laboratory Technician,4,2696,No,1,1,0,0,0
24,No,6,3,4,Healthcare Representative,1,4000,No,1,6,1,0,7
38,Yes,6,3,3,Laboratory Technician,3,2166,Yes,0,4,4,0,4
36,No,3,2,0,Research Scientist,2,3920,No,3,3,0,0,1
26,No,27,2,2,Sales Executive,1,4725,No,5,6,4,2,4
34,No,6,0,1,Laboratory Technician,1,5561,Yes,1,1,3,2,2
28,No,16,5,0,Laboratory Technician,1,2303,No,2,4,3,2,1
37,No,3,3,0,Healthcare Representative,3,7627,No,4,7,9,2,7
26,No,1,1,0,Research Scientist,4,2568,Yes,2,0,0,2,3
39,No,1,5,2,Human Resources,3,2844,No,3,5,5,6,0
29,No,5,4,2,Sales Executive,1,4899,No,4,6,4,1,5
48,No,16,2,3,Sales Executive,1,6441,No,2,10,5,6,8
28,No,8,3,0,Research Scientist,1,3290,No,3,7,3,0,3
41,No,28,3,4,Healthcare Representative,4,4521,No,6,6,6,0,2
34,No,4,4,2,Research Scientist,1,5878,No,3,8,0,2,4
42,No,4,2,3,Research Scientist,6,2010,No,5,12,3,5,7
26,No,5,3,1,Manufacturing Director,2,7656,No,4,11,9,2,6
31,No,0,0,1,Sales Executive,0,4038,No,2,8,6,2,6
52,No,16,3,1,Research Director,1,13267,No,3,13,11,2,9
32,No,8,1,3,Sales Executive,1,5486,No,3,12,3,0,9
29,No,25,3,4,Sales Executive,4,4735,Yes,5,1,0,0,4
31,No,7,2,1,Laboratory Technician,6,3985,No,4,2,1,1,1
31,No,19,0,1,Manager,0,11917,Yes,4,9,1,0,10
42,No,6,4,1,Research Scientist,3,2127,Yes,3,2,3,0,3
31,No,10,5,2,Healthcare Representative,1,9713,No,5,6,6,0,8
43,Yes,2,2,2,Sales Executive,3,5993,Yes,1,7,6,0,4
30,Yes,1,2,2,Manufacturing Director,1,7447,No,5,9,8,5,5
54,No,5,4,3,Manager,1,18604,No,2,9,6,3,6
27,No,0,3,5,Research Director,6,16123,No,1,5,5,3,8
36,No,13,3,3,Manufacturing Director,5,8857,No,0,15,8,9,7
47,No,0,2,5,Manager,2,19203,No,1,26,0,0,9
34,No,4,4,3,Laboratory Technician,3,3068,No,1,7,9,5,8
25,Yes,7,5,2,Laboratory Technician,3,3990,Yes,5,7,2,2,0
30,Yes,4,3,4,Sales Executive,6,10401,No,1,15,10,10,7
32,No,7,2,1,Sales Executive,3,8997,No,3,10,9,5,6
41,No,0,6,2,Research Scientist,2,2644,No,0,5,1,0,5
52,No,7,4,3,Research Director,3,12491,No,2,10,8,3,5
37,No,4,0,3,Sales Executive,4,7646,No,2,11,7,5,4
38,No,11,2,0,Sales Executive,0,4187,No,2,5,2,1,5
30,Yes,28,5,4,Sales Executive,0,6695,No,3,6,2,2,1
34,No,12,2,1,Laboratory Technician,2,2010,No,2,3,2,0,0
37,No,5,1,1,Laboratory Technician,0,5560,Yes,3,2,4,0,2
37,No,12,4,1,Research Director,6,12184,Yes,1,9,6,1,6
28,Yes,2,4,0,Sales Representative,4,2799,Yes,1,5,2,2,2
34,No,0,0,1,Sales Executive,5,9726,No,4,16,2,0,8
35,No,4,3,2,Manager,3,11633,No,4,12,12,7,7
37,No,15,0,2,Research Scientist,4,4285,No,3,8,8,5,6
44,No,7,0,4,Research Scientist,5,4083,Yes,0,19,9,2,6
31,Yes,1,3,0,Research Scientist,3,2657,Yes,3,6,4,0,3
25,No,3,2,3,Sales Representative,0,2324,No,3,0,1,0,0
35,No,9,4,4,Healthcare Representative,3,4148,No,2,13,10,0,8
38,Yes,26,2,4,Sales Executive,2,9094,Yes,2,6,2,0,2
25,Yes,24,1,1,Sales Representative,6,1119,Yes,2,0,0,1,0
53,No,0,6,3,Manager,2,19044,Yes,4,37,10,4,14
40,No,14,3,3,Manufacturing Director,2,10434,No,5,20,15,14,14
32,No,7,2,3,Research Scientist,6,2909,No,4,1,2,0,0
45,No,5,1,7,Research Director,5,19051,Yes,1,20,8,2,10
40,Yes,10,2,6,Research Director,4,19543,No,1,23,16,16,6
44,No,3,0,1,Manufacturing Director,4,10208,Yes,4,0,3,1,2
32,No,4,3,0,Research Scientist,2,3761,No,2,7,5,0,2
21,Yes,1,0,3,Human Resources,5,2562,No,2,0,1,1,0
28,No,17,5,2,Laboratory Technician,0,4557,No,5,9,2,1,8
30,No,7,0,1,Laboratory Technician,3,4627,No,3,9,4,8,9
36,No,7,1,1,Manager,1,11632,No,3,9,10,7,8
35,No,9,0,2,Sales Executive,5,9980,No,3,12,5,11,9
35,No,14,3,3,Laboratory Technician,1,3033,No,2,20,7,10,16
57,No,6,2,4,Healthcare Representative,4,10553,Yes,3,6,1,0,6
38,Yes,6,5,2,Human Resources,2,2073,Yes,1,2,0,2,4
52,No,1,3,4,Healthcare Representative,3,13735,No,4,5,6,2,2
45,No,2,4,3,Human Resources,3,3424,No,5,9,4,7,8
33,No,5,3,3,Sales Executive,1,4300,No,1,1,4,0,3
38,No,10,0,3,Laboratory Technician,3,2811,No,5,7,4,0,1
41,No,1,1,5,Research Director,3,19435,No,1,22,5,3,8
41,No,4,3,0,Research Scientist,5,2345,No,2,4,0,0,0
43,No,8,5,2,Research Scientist,4,2091,No,6,5,3,1,0
50,No,6,3,0,Sales Representative,0,3877,No,1,0,1,3,1
36,No,4,5,1,Laboratory Technician,5,3304,No,1,0,0,0,2
51,No,4,0,4,Research Director,0,19143,No,1,10,5,0,4
35,No,0,4,1,Research Scientist,4,2502,No,4,2,3,0,2
32,No,17,1,2,Laboratory Technician,1,4446,No,5,13,10,4,11
36,No,8,1,0,Research Scientist,5,4677,No,5,7,0,1,3
38,No,1,4,1,Sales Representative,4,4502,No,4,13,6,7,5
28,Yes,22,1,2,Human Resources,4,2862,No,4,3,0,0,0
52,No,7,1,3,Sales Representative,1,2306,Yes,2,6,9,6,4
32,No,6,5,1,Human Resources,4,2107,No,1,4,0,1,3
33,No,6,4,4,Sales Executive,3,9715,Yes,3,7,2,0,0
55,No,1,4,3,Research Director,1,17586,Yes,4,6,2,3,4
38,Yes,8,3,0,Research Scientist,4,3388,Yes,0,1,2,0,0
26,No,30,4,4,Manufacturing Director,3,6547,No,0,6,6,0,9
49,No,11,3,5,Manager,1,19849,Yes,4,31,12,12,12
49,No,9,2,4,Sales Executive,2,4508,No,5,7,3,1,4
32,No,18,3,0,Research Scientist,5,2863,No,0,10,0,1,10
26,No,5,0,1,Research Scientist,5,2515,No,4,5,2,0,1
34,No,5,2,5,Research Director,2,11693,No,3,15,8,3,9
31,No,3,6,4,Sales Executive,5,4651,No,0,6,3,2,1
39,No,8,4,1,Research Scientist,3,2610,No,3,6,1,0,1
29,No,4,1,2,Laboratory Technician,4,3131,No,2,12,10,0,6
26,No,4,0,3,Research Scientist,3,2062,No,4,0,0,0,1
30,No,3,2,0,Laboratory Technician,0,2369,No,5,6,0,0,8
35,No,1,1,0,Laboratory Technician,6,2836,No,5,0,2,0,0
27,Yes,0,2,0,Research Scientist,6,4786,Yes,3,3,4,3,4
45,No,2,1,5,Research Director,3,19738,No,1,10,6,0,6
31,No,3,4,0,Manufacturing Director,3,4347,No,2,7,2,0,5
24,Yes,22,0,3,Laboratory Technician,1,2379,No,1,0,0,0,0
33,Yes,8,1,3,Research Scientist,4,1263,No,3,3,1,0,2
31,No,27,1,3,Sales Executive,6,4464,No,3,5,1,4,1
29,No,11,2,1,Research Scientist,4,2281,No,1,5,5,1,3
54,No,24,3,3,Manager,3,17424,No,1,10,6,6,6
60,No,5,4,2,Laboratory Technician,0,2669,Yes,0,0,0,1,1
39,No,22,3,4,Sales Executive,3,12030,No,3,21,11,7,6
29,No,6,6,3,Sales Executive,3,6116,No,5,11,10,2,3
27,No,0,1,3,Manufacturing Director,2,7413,No,5,7,7,0,5
32,No,16,5,1,Research Scientist,1,2756,No,5,9,6,3,4
44,Yes,19,4,0,Research Scientist,3,2438,Yes,5,1,1,0,2
38,No,27,3,3,Laboratory Technician,6,2404,No,5,12,1,9,7
33,No,9,5,1,Manager,2,11244,No,4,5,1,0,1
47,No,2,4,2,Sales Representative,3,6630,No,4,8,5,1,3
